POSTE_ID,DATECOM,DIRECTION,VEHICULE,P00_01,P01_02,P02_03,P03_04,P04_05,P05_06,P06_07,P07_08,P08_09,P09_10,P10_11,P11_12,P12_13,P13_14,P14_15,P15_16,P16_17,P17_18,P18_19,P19_20,P20_21,P21_22,P22_23,P23_24,SUM_TRAF,LOCALITE,ROUTE,SENS,D1,D2,COORD_X,COORD_Y
5076,2018-02-03,3,C,3,0,0,0,0,5,6,4,5,8,6,7,6,8,8,7,7,5,6,6,7,2,1,0,107,BERELDANGE,CR123,Bereldange <-> Steinsel deux sens ,Bereldange,Steinsel,76733.734,80795.56
5079,2018-02-03,3,C,0,2,2,2,0,1,1,4,2,3,4,2,4,8,3,8,7,1,5,1,5,1,1,0,67,BLASCHETTE,CR122,Blaschette <-> Lorentzweiler deux sens ,Blaschette,Lorentzweiler,79707.39,85291.51
5081,2018-02-03,3,C,1,0,0,0,2,0,1,4,2,2,2,2,2,4,2,4,3,4,2,2,2,3,2,1,47,EISENBORN,CR119,Staffelstein <-> Eisenborn deux sens ,Staffelstein,Eisenborn,81117.64,83990.24
5083,2018-02-03,3,C,0,1,0,2,2,4,9,14,8,10,12,13,11,13,10,12,10,11,10,5,6,3,4,1,171,LORENTZWEILER,N7,Lorentzweiler <-> A7 deux sens ,Lorentzweiler,A7,77847.59,85564.86
5084,2018-02-03,3,C,0,0,2,3,4,2,0,1,1,0,2,2,8,5,3,5,5,5,0,0,1,2,0,0,51,MERSCH,CR102,Mersch <-> A7 Schoenfels deux sens ,Mersch,A7 Schoenfels,74824.664,89523.99
5085,2018-02-03,3,C,1,1,1,3,3,1,10,12,10,9,18,12,10,8,8,9,10,8,4,5,2,1,1,1,148,MERSCH,N8,Mersch <-> A7 deux sens ,Mersch,A7,74645.82,90828.89
5086,2018-02-03,3,C,1,0,2,2,2,0,12,7,8,10,11,13,12,9,7,9,6,4,5,5,1,0,0,0,126,RECKANGE,N8,A7 <-> Reckange deux sens ,A7,Reckange,74281.67,90838.56
5088,2018-02-03,3,C,1,1,1,0,1,2,4,9,5,6,10,8,6,5,10,6,6,5,4,3,3,3,2,2,103,JUNGLINSTER,CR121,Junglinster <-> Blumenthal deux sens ,Junglinster,Blumenthal,87126.07,87227.63
5092,2018-02-03,3,C,3,5,9,11,16,18,29,26,22,33,23,21,24,24,13,20,9,8,8,4,4,8,7,6,351,LORENTZWEILER,A7,Mersch <-> Luxembourg deux sens ,Mersch,Luxembourg,76556.73,85983.84
5093,2018-02-03,3,C,2,1,1,1,1,1,6,7,12,8,7,6,10,16,12,11,6,7,7,5,7,5,5,1,145,LINTGEN,N7,Lintgen <-> A7 deux sens ,Lintgen,A7,76987.195,86992.33
5095,2018-02-03,3,C,2,5,1,3,6,7,15,22,29,26,20,25,25,22,16,13,22,12,6,5,5,2,5,1,295,JUNGLINSTER,N11,Gonderange <-> Graulinster deux sens ,Gonderange,Graulinster,86181.73,85345.375
5096,2018-02-03,3,C,0,0,0,0,1,1,4,5,2,3,3,3,4,2,2,3,3,2,3,1,3,2,3,1,51,GODBRANGE,CR129,Junglinster <-> Godbrange deux sens ,Junglinster,Godbrange,84952.02,88911.74
5103,2018-02-03,3,C,1,1,0,2,2,6,9,12,8,12,11,11,8,11,10,12,11,13,8,10,5,2,3,2,170,FRISANGE,N13,Aspelt <-> Frisange deux sens ,Aspelt,Frisange,82407.72,64695.63
5104,2018-02-03,3,C,0,1,0,1,3,1,7,8,4,6,9,6,2,5,3,5,3,4,2,2,2,2,1,0,77,HELLANGE,N13,Rond-point Hellange <-> Hellange deux sens ,Rond-point Hellange,Hellange,77896.84,63437.54
5106,2018-02-03,3,C,4,6,7,11,13,8,11,10,12,7,19,20,15,4,9,13,8,7,2,5,1,1,1,2,196,HELLANGE,Chantier,Rond-point Hellange <-> A13 deux sens ,Rond-point Hellange,A13,77423.41,63289.34
5119,2018-02-03,3,C,0,1,0,2,2,5,8,6,8,6,9,8,7,6,7,5,9,3,4,5,1,3,0,1,106,SOLEUVRE,Rocade Differdange,Differdange <-> Soleuvre deux sens ,Differdange,Soleuvre,61378.285,65439.652
5120,2018-02-03,3,C,3,2,1,1,1,5,11,14,15,15,13,15,13,13,14,15,14,13,11,10,5,5,4,3,216,OBERCORN,CR174,Soleuvre <-> Differdange deux sens ,Soleuvre,Differdange,61416.0,65192.973
17563,2018-02-03,3,C,2,0,1,1,3,2,3,1,1,2,0,1,1,0,2,4,0,1,1,3,3,4,1,4,41,BELVAUX,B40,France <-> Esch deux sens ,France,Esch,63849.78,63148.72
2,2018-02-04,3,C,3,1,1,1,4,0,1,4,5,3,1,3,6,7,4,2,6,3,4,10,7,4,2,2,84,WEMPERHARDT Frontière,N12,Belgique <-> Wemperhardt deux sens ,Belgique,Wemperhardt,71763.83,135930.69
7,2018-02-04,3,C,1,0,2,2,5,1,4,2,0,5,5,3,1,2,3,3,1,2,0,3,2,0,1,1,49,WASSERBILLIG Frontière,N1,Allemagne <-> Wasserbillig deux sens ,Allemagne,Wasserbillig,104390.6,86705.04
10,2018-02-04,3,C,1,0,0,0,0,2,0,1,0,1,4,0,0,1,5,2,2,1,2,1,2,2,0,0,27,REMICH Frontière,N2,Allemagne <-> Remich deux sens ,Allemagne,Remich,94650.09,67632.38
11,2018-02-04,3,C,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,2,5,3,1,3,5,4,2,3,34,WORMELDANGE Frontière,CR122B,Wormeldange <-> Allemagne deux sens ,Wormeldange,Allemagne,96998.64,74772.195
15,2018-02-04,3,C,0,0,0,0,0,0,2,0,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,8,DUDELANGE Frontière,CR184,France <-> Luxembourg deux sens ,France,Luxembourg,73685.16,58403.06
16,2018-02-04,3,C,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,3,0,3,1,0,1,0,0,0,11,ESCH-ALZETTE Frontière,N4,France <-> Esch/Alzette deux sens ,France,Esch/Alzette,65805.016,61554.85
18,2018-02-04,3,C,2,2,1,2,1,1,4,4,2,3,2,1,2,5,4,3,7,3,5,3,12,15,12,6,102,RODANGE Frontière Belgique,N5F,Belgique <-> Rodange deux sens ,Belgique,Rodange,54827.676,68064.97
20,2018-02-04,3,C,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,0,3,0,0,0,10,STEINFORT Frontière,N6,Belgique <-> Steinfort deux sens ,Belgique,Steinfort,60990.77,80497.3
21,2018-02-04,3,C,1,0,0,2,5,2,4,1,6,5,2,2,3,5,3,4,2,1,2,6,5,4,1,4,70,CAP,N6,Windhof <-> Capellen deux sens ,Windhof,Capellen,65806.37,79096.31
24,2018-02-04,3,C,2,9,3,1,2,1,2,2,3,1,2,2,2,2,2,2,2,3,2,2,3,3,2,1,56,RODANGE,N5,France <-> Rodange deux sens ,France,Rodange,55248.91,68011.25
25,2018-02-04,3,C,0,0,0,0,2,0,0,0,1,1,2,4,0,0,1,0,4,0,0,2,2,2,1,2,24,PETANGE,N5b,Pétange <-> Athus deux sens ,Pétange,Athus,57345.37,69400.0
26,2018-02-04,3,C,8,3,4,2,9,1,1,5,8,2,7,7,9,4,11,12,6,9,12,12,8,21,9,3,173,PETANGE,N31,Lamadelaine <-> Biff deux sens ,Lamadelaine,Biff,58072.58,69260.56
27,2018-02-04,3,C,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,6,VIANDEN Frontière,N17A,Allemagne <-> Luxembourg deux sens ,Allemagne,Luxembourg,84055.21,110409.38
29,2018-02-04,3,C,2,0,0,0,1,0,0,0,1,0,1,2,2,3,6,6,8,0,3,2,0,1,2,1,41,GREVENMACHER Frontière,N10A,Allemagne <-> Grevenmacher deux sens ,Allemagne,Grevenmacher,99794.3,82493.125
30,2018-02-04,3,C,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,2,0,1,0,1,1,0,9,FRISANGE Frontière,N3,France <-> Frisange deux sens ,France,Frisange,81513.98,64407.594
291,2018-02-04,3,C,2,2,2,2,2,3,0,1,3,3,2,2,4,3,3,2,2,3,3,3,2,4,2,2,57,Belvaux,CR191a,Belvaux <-> Esch-Belval deux sens ,Belvaux,Esch-Belval,63203.934,62898.336
345,2018-02-04,3,C,1,2,0,2,3,2,2,1,1,3,2,2,1,0,0,0,1,1,0,2,1,0,0,1,28,BETTEMBOURG,N31,Bettembourg <-> Luxembourg deux sens ,Bettembourg,Luxembourg,75075.93,65482.97
390,2018-02-04,3,C,1,1,0,1,0,5,0,8,0,1,2,2,0,0,3,0,2,2,0,1,2,1,0,2,34,SIEWEBUREN,N12,Siewebueren <-> Bridel deux sens ,Siewebueren,Bridel,74099.87,77610.51
394,2018-02-04,3,C,2,4,2,1,0,4,5,4,9,8,9,11,11,11,12,12,10,10,11,13,8,5,4,4,170,EICH,N7,Beggen <-> Luxembourg Centre deux sens ,Beggen,Luxembourg Centre,77419.58,77277.76
400,2018-02-04,3,C,9,6,10,10,6,8,4,5,11,13,16,11,18,7,15,12,7,11,14,18,10,12,4,10,247,BONNEVOIE,N2,Pulvermuehl/Hamm <-> Luxembourg Gare deux sens ,Pulvermuehl/Hamm,Luxembourg Gare,78234.36,74837.88
401,2018-02-04,3,C,2,3,0,1,0,2,7,5,7,4,4,5,8,8,9,6,7,7,7,6,3,6,3,5,115,HEISDORF,N7,Bofferdange <-> Helmsange deux sens ,Bofferdange,Helmsange,77642.375,81688.195
403,2018-02-04,3,C,2,3,0,1,0,2,7,5,7,4,4,5,8,8,9,6,7,7,7,6,3,6,3,5,115,DOMMELDANGE,N11,Waldhof <-> Eich deux sens ,Waldhof,Eich,78879.72,78359.77
405,2018-02-04,3,C,2,1,0,2,2,0,0,2,1,2,5,1,1,2,5,4,2,3,3,3,3,0,0,1,45,KOPSTAL,N12,Kopstal <-> Luxembourg deux sens ,Kopstal,Luxembourg,73041.125,80599.945
406,2018-02-04,3,C,0,2,3,1,5,1,1,1,2,3,2,0,0,3,3,3,1,2,0,1,1,0,1,1,37,SCHOENFELS,CR102,Mersch <-> Schoenfels deux sens ,Mersch,Schoenfels,74880.55,88877.625
407,2018-02-04,3,C,7,2,3,2,7,6,4,5,4,8,8,8,7,6,7,5,7,5,8,12,10,9,7,4,151,HELFENT,N5,Dippach <-> Luxembourg deux sens ,Dippach,Luxembourg,72102.234,73862.96
413,2018-02-04,3,C,3,3,4,1,0,6,2,1,1,6,6,5,3,8,6,6,6,9,7,8,4,4,3,3,105,MAMER ,N6,Mamer <-> Strassen deux sens ,Mamer,Strassen,70278.65,76882.81
414,2018-02-04,3,C,2,5,1,2,0,3,6,2,1,6,3,1,2,2,6,4,1,5,2,2,1,2,1,1,61,KEHLEN,CR102,Kehlen <-> Quatre-Vents deux sens ,Kehlen,Quatre-Vents,70521.94,81870.375
415,2018-02-04,3,C,3,0,1,0,6,2,1,2,2,2,5,4,8,2,3,16,7,6,7,4,4,4,2,0,91,BIERGERKRAIZ,CR181,Bereldange <-> Biergerkraiz deux sens ,Bereldange,Biergerkraiz,75224.84,79101.29
416,2018-02-04,3,C,0,1,8,2,2,3,2,1,0,0,1,0,0,0,1,3,2,0,1,5,2,1,1,0,36,BRIDEL,CR181,Bridel <-> Strassen deux sens ,Bridel,Strassen,73359.48,79379.484
417,2018-02-04,3,C,0,2,0,1,0,0,2,1,0,2,1,1,0,0,0,1,0,1,0,1,0,0,0,1,14,KEISPELT,CR102,Schoenfels <-> Keispelt deux sens ,Schoenfels,Keispelt,73006.914,84733.05
419,2018-02-04,3,C,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,6,KOPSTAL,CR101,Schoenfels <-> Kopstal deux sens ,Schoenfels,Kopstal,73115.695,81557.31
420,2018-02-04,3,C,6,2,1,9,2,4,9,6,2,5,0,0,3,0,1,5,1,3,2,5,1,5,2,0,74,BERTRANGE,N34,Bertrange <-> Z.I. Bourmicht deux sens ,Bertrange,Z.I. Bourmicht,72823.914,75351.734
421,2018-02-04,3,C,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,KOPSTAL,CR101,Kopstal <-> Mamer deux sens ,Kopstal,Mamer,72678.195,80365.27
422,2018-02-04,3,C,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,1,3,0,0,0,1,11,ITZIG,CR159,Itzig <-> Sandweiler deux sens ,Itzig,Sandweiler,80435.78,72686.32
423,2018-02-04,3,C,0,0,0,0,1,2,2,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,13,CONTERN,CR226,Itzig <-> Contern deux sens ,Itzig,Contern,83415.41,72685.97
424,2018-02-04,3,C,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,CONTERN,CR226,Syren <-> Contern deux sens ,Syren,Contern,84006.48,71656.95
425,2018-02-04,3,C,3,1,4,2,1,2,2,1,3,3,5,3,1,2,2,3,5,4,3,4,1,4,1,0,60,MUNSBACH,CR132,Munsbach <-> Niederanven deux sens ,Munsbach,Niederanven,87232.05,78007.11
426,2018-02-04,3,C,4,1,1,0,1,2,3,4,6,8,6,6,6,7,6,7,7,7,5,8,8,6,6,5,120,SENNINGERBERG,CR126,Senningerberg <-> Findel deux sens ,Senningerberg,Findel,84112.875,79323.97
427,2018-02-04,3,C,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,6,WALDHOF,CR126,Waldhof <-> Rammeldange deux sens ,Waldhof,Rammeldange,82162.39,80430.805
432,2018-02-04,3,C,2,1,0,1,0,0,0,1,1,2,1,1,2,0,2,0,3,2,2,2,1,1,0,0,25,SANDWEILER,N2,Moutfort <-> Hamm deux sens ,Moutfort,Hamm,82981.305,75683.45
433,2018-02-04,3,C,4,2,4,3,2,4,3,3,3,1,1,2,4,5,0,7,3,7,4,6,6,5,2,2,83,SANDWEILER,N2,Oetrange <-> Hamm deux sens ,Oetrange,Hamm,84370.26,74929.016
445,2018-02-04,3,C,2,3,0,1,3,0,3,8,8,6,14,11,10,9,9,8,14,12,12,7,9,8,7,4,168,HOWALD,N3,Hesperange <-> Luxembourg deux sens ,Hesperange,Luxembourg,78863.6,71599.5
448,2018-02-04,3,C,2,2,0,4,1,2,1,4,3,4,3,6,2,2,4,3,5,3,3,5,3,0,0,0,62,SELZ,N17,Tandel <-> Bleesbréck deux sens ,Tandel,Bleesbréck,81468.414,104916.64
449,2018-02-04,3,C,1,0,1,6,3,4,1,7,6,6,4,10,3,5,6,7,10,5,4,10,3,2,0,1,105,BLEESBRECK,N17,Bleesbréck <-> Diekirch deux sens ,Bleesbréck,Diekirch,81229.69,104020.695
452,2018-02-04,3,C,0,0,0,3,1,0,3,1,0,0,2,3,2,0,3,3,3,0,3,2,0,1,0,0,30,FRIDHAFF,N7,Fridhaff <-> Diekirch deux sens ,Fridhaff,Diekirch,78950.55,104686.45
453,2018-02-04,3,C,1,2,0,2,3,3,1,4,4,3,3,13,7,8,10,12,8,6,6,1,7,7,5,2,118,FRIDHAFF,N27A,Fridhaff <-> Ettelbruck deux sens ,Fridhaff,Ettelbruck,77553.01,105087.97
460,2018-02-04,3,C,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,0,1,0,0,1,0,0,9,OETRANGE-BOUS,N28,Bous <-> Oetrange deux sens ,Bous,Oetrange,89401.55,71297.25
463,2018-02-04,3,C,1,1,2,0,3,1,1,3,3,6,5,4,5,3,6,4,5,5,7,1,1,2,2,2,73,ELLANGE,N16,Mondorf (A13) <-> Ellange deux sens ,Mondorf (A13),Ellange,89819.75,64515.914
464,2018-02-04,3,C,0,0,0,0,0,0,0,2,2,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,9,SCHENGEN Giratoire,N10,Remich <-> Schengen deux sens ,Remich,Schengen,94124.73,60879.266
465,2018-02-04,3,C,0,0,0,0,1,0,0,0,0,2,2,1,0,2,1,1,4,2,1,1,0,0,0,0,18,SCHENGEN Giratoire,CR152,Schengen <-> Remerschen deux sens ,Schengen,Remerschen,93907.336,60955.94
469,2018-02-04,3,C,3,6,0,5,10,7,3,2,5,7,6,2,1,6,5,9,4,6,4,2,11,8,7,9,128,WINDHOF,N13,Windhof <-> Garnich (A6) deux sens ,Windhof,Garnich (A6),64673.805,78754.23
470,2018-02-04,3,C,0,1,0,3,1,0,4,1,3,4,1,1,1,4,1,2,3,1,3,2,4,3,0,2,45,GARNICH,N13,Windhof A6 <-> Garnich deux sens ,Windhof A6,Garnich,64367.84,76355.555
473,2018-02-04,3,C,0,0,0,0,0,1,1,3,0,1,2,2,0,1,1,1,2,3,2,1,4,1,1,1,28,BOUS,N2,Remich <-> Bous deux sens ,Remich,Bous,91325.17,68727.45
474,2018-02-04,3,C,0,0,0,0,0,0,1,2,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,8,HETTERMILLEN,N10,Ehnen <-> Hettermillen deux sens ,Ehnen,Hettermillen,94837.88,72721.32
479,2018-02-04,3,C,0,2,2,3,2,4,1,2,2,4,5,7,4,1,4,2,4,3,3,3,3,0,2,0,63,TRINTANGE,N2,Assel <-> Moutfort deux sens ,Assel,Moutfort,88217.68,70739.516
481,2018-02-04,3,C,1,1,1,0,0,0,1,2,1,3,2,4,5,3,2,7,3,4,6,5,6,2,1,1,61,OETRANGE,N28,Sandweiler <-> Oetrange deux sens ,Sandweiler,Oetrange,86217.73,74027.78
483,2018-02-04,3,C,0,1,0,2,0,1,2,4,2,3,4,3,2,4,3,3,2,4,4,3,4,1,2,3,57,ASPELT,N16,Mondorf <-> Aspelt deux sens ,Mondorf,Aspelt,84357.21,64987.043
484,2018-02-04,3,C,0,1,0,1,1,1,4,1,2,1,2,2,1,0,3,0,1,2,1,1,0,2,1,0,28,HELLANGE,N13,Hellange <-> Frisange deux sens ,Hellange,Frisange,79224.34,63937.664
485,2018-02-04,3,C,2,2,3,2,3,4,3,4,4,2,8,5,6,4,2,3,3,3,3,3,4,6,2,3,84,DUDELANGE-KAYL,N31,Kayl <-> Dudelange deux sens ,Kayl,Dudelange,72739.43,61260.1
487,2018-02-04,3,C,2,2,2,2,0,1,2,3,2,3,2,2,3,4,3,3,4,3,2,4,3,3,3,2,60,ESCH-SUR-ALZETTE,N31,Esch-sur-Alzette <-> Kayl-Poteau deux sens ,Esch-sur-Alzette,Kayl-Poteau,67518.82,61784.492
488,2018-02-04,3,C,2,2,2,0,2,1,1,2,2,1,3,2,2,2,4,3,2,2,4,1,3,2,1,2,48,RUMELANGE,N33,Rumelange <-> Kayl-Poteau deux sens ,Rumelange,Kayl-Poteau,68581.734,59217.008
490,2018-02-04,3,C,0,2,0,0,4,0,0,0,0,0,1,2,0,1,1,2,1,2,0,2,1,0,0,0,19,GAICHEL,N8,Belgique <-> Luxembourg deux sens ,Belgique,Luxembourg,58321.293,84479.27
492,2018-02-04,3,C,0,0,0,0,0,2,0,1,3,3,3,2,0,0,6,2,1,3,3,3,3,3,2,1,41,BLUMENTHAL,N14,Graulinster <-> Reuland deux sens ,Graulinster,Reuland,87034.516,90015.64
493,2018-02-04,3,C,0,0,0,1,0,1,5,0,0,1,1,1,1,2,2,1,1,1,2,1,1,3,1,1,27,BISSEN,N22,Boevange <-> Colmar-Berg deux sens ,Boevange,Colmar-Berg,72222.02,94816.74
495,2018-02-04,3,C,1,0,1,1,2,3,1,0,1,1,2,3,1,1,1,4,1,2,2,0,0,3,3,1,35,RECKANGE,N8,Brouch <-> Reckange deux sens ,Brouch,Reckange,73345.1,90757.43
498,2018-02-04,3,C,1,1,0,1,0,2,0,1,1,0,1,3,3,1,1,0,1,1,3,4,0,1,0,0,26,BASCHARAGE,N31,Biff <-> Niedercorn deux sens ,Biff,Niedercorn,60394.312,69204.414
520,2018-02-04,3,C,0,1,1,1,1,0,2,2,1,2,1,6,4,2,3,5,1,2,3,5,0,1,0,0,44,ROLLINGEN,N7,Mersch <-> Lintgen deux sens ,Mersch,Lintgen,76360.086,88875.28
525,2018-02-04,3,C,0,0,0,0,1,1,1,0,0,0,0,0,2,0,1,0,0,1,1,0,1,1,2,1,13,ANGELSBERG,CR118,Larochette <-> Mersch deux sens ,Larochette,Mersch,79535.66,92442.2
602,2018-02-04,3,C,2,1,0,0,5,2,4,2,5,6,1,6,2,8,4,3,5,6,6,3,9,4,3,2,89,WEISWAMPACH,N7,Wemperhardt <-> Weiswampach deux sens ,Wemperhardt,Weiswampach,72299.13,134843.62
604,2018-02-04,3,C,0,0,0,0,2,2,2,5,3,1,1,3,4,2,0,0,0,0,0,4,1,4,0,0,34,TROISVIERGES,N12,Wilwerdange <-> Asselborn deux sens ,Wilwerdange,Asselborn,68095.63,132528.28
605,2018-02-04,3,C,0,0,0,0,0,1,0,0,0,1,0,2,0,0,2,1,0,2,2,0,2,1,0,0,14,ANTONIUSHAFF,N18,Antoniushaff <-> Clervaux deux sens ,Antoniushaff,Clervaux,63494.12,126016.06
610,2018-02-04,3,C,1,2,0,3,6,2,4,6,5,3,7,7,5,6,5,1,7,4,4,3,7,4,5,2,99,DICKT,N7,Hosingen <-> Hoscheid deux sens ,Hosingen,Hoscheid,74344.13,114997.33
708,2018-02-04,3,C,1,0,0,1,3,0,3,5,2,2,4,5,3,3,3,2,1,3,2,1,3,2,0,1,50,MERTZIG,N21,Feulen <-> Mertzig deux sens ,Feulen,Mertzig,68947.51,100496.57
710,2018-02-04,3,C,0,3,1,1,2,3,0,5,4,1,0,4,4,5,5,4,3,3,6,3,6,2,5,1,71,ETTELBRUCK CONT.,B7,Friedhaff <-> Ettelbruck deux sens ,Friedhaff,Ettelbruck,75172.06,100627.21
711,2018-02-04,3,C,0,1,0,0,0,0,2,0,2,1,2,2,3,1,3,2,3,1,3,1,0,0,0,0,27,SCHIEREN,N7,Ettelbruck <-> Colmar deux sens ,Ettelbruck,Colmar,74927.53,100060.695
712,2018-02-04,3,C,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,5,WARKEN,CR348,Buerden <-> Ettelbruck deux sens ,Buerden,Ettelbruck,74576.27,102224.555
715,2018-02-04,3,C,2,3,0,0,0,2,4,2,6,6,9,7,10,5,12,10,14,4,4,4,2,3,1,0,110,INGELDORF,N7,Ingeldorf <-> Diekirch deux sens ,Ingeldorf,Diekirch,77670.93,102386.3
716,2018-02-04,3,C,0,1,0,0,0,1,1,1,7,6,10,8,13,10,11,7,9,5,6,5,4,4,1,0,110,ETTELBRUCK,N7,Ettelbruck <-> Diekirch deux sens ,Ettelbruck,Diekirch,76330.8,101746.24
724,2018-02-04,3,C,0,0,0,2,0,2,1,1,3,4,4,2,1,3,3,4,1,3,2,1,1,3,1,0,42,MEDERNACH-LAROCHETTE,N14,Larochette <-> Medernach deux sens ,Larochette,Medernach,83536.74,96383.305
805,2018-02-04,3,C,0,2,1,2,6,2,3,2,1,4,3,3,3,1,4,2,1,1,3,1,5,0,2,1,53,REDANGE,N22,Reichlange <-> Redange deux sens ,Reichlange,Redange,62433.26,93397.71
807,2018-02-04,3,C,0,1,1,1,5,4,2,3,2,5,5,4,4,2,5,4,1,2,3,2,4,1,1,1,63,REICHLANGE,N12,Reichlange <-> Bettborn deux sens ,Reichlange,Bettborn,62549.984,93523.484
809,2018-02-04,3,C,1,0,0,1,2,2,0,0,1,0,2,1,1,1,3,1,0,0,0,0,4,0,0,0,20,REICHLANGE,N23,Reichlange <-> Rambrouch deux sens ,Reichlange,Rambrouch,62256.12,93684.695
811,2018-02-04,3,C,0,0,1,1,1,1,0,0,1,0,2,0,1,2,2,0,2,0,1,2,0,1,0,0,18,RIPPWEILER,N24,Rippweiler <-> Useldange deux sens ,Rippweiler,Useldange,64934.914,91119.266
816,2018-02-04,3,C,0,0,1,0,0,0,1,0,0,0,2,1,2,1,1,0,1,1,0,1,0,0,0,0,12,RIPPWEILER,N12,Reichlange <-> Saeul deux sens ,Reichlange,Saeul,65140.598,91118.45
818,2018-02-04,3,C,0,0,0,0,2,0,1,0,0,1,3,2,0,0,4,2,1,1,0,1,2,1,0,0,21,SAEUL,N12,Tuntange <-> Saeul deux sens ,Tuntange,Saeul,66859.38,87773.555
822,2018-02-04,3,C,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,3,1,1,0,0,2,0,0,14,GROSBOUS,N12,Grosbous <-> Hierheck deux sens ,Grosbous,Hierheck,65234.676,99642.78
902,2018-02-04,3,C,0,0,0,0,3,1,0,3,4,3,4,4,3,4,4,3,2,4,7,3,2,2,0,0,56,CLERVAUX,N18,Marnach <-> Antoniushof deux sens ,Marnach,Antoniushof,69742.12,124931.14
905,2018-02-04,3,C,1,4,15,3,1,5,7,7,3,5,8,5,9,1,8,3,5,7,10,4,3,1,1,0,116,NIEDERFEULEN,N15,Feulen <-> Ettelbruck deux sens ,Feulen,Ettelbruck,72442.53,101794.555
908,2018-02-04,3,C,1,1,0,1,4,2,2,2,2,2,3,2,2,1,2,1,4,2,2,4,2,1,0,1,44,BETTEMBOURG,N13,Bettembourg <-> Fennange deux sens ,Bettembourg,Fennange,74808.01,64802.297
909,2018-02-04,3,C,0,1,1,2,1,2,1,1,2,0,0,0,3,1,0,3,1,1,1,1,2,1,2,1,28,TETANGE,N33,Rumelange <-> Kayl deux sens ,Rumelange,Kayl,70816.64,60129.043
923,2018-02-04,3,C,1,0,0,1,1,3,3,3,3,3,4,4,4,0,1,3,2,5,2,0,3,0,1,3,50,HEISCHTERGRONN,N15,Wiltz <-> Heischtergronn deux sens ,Wiltz,Heischtergronn,64322.06,108502.195
926,2018-02-04,3,C,6,7,3,2,0,1,0,3,7,7,14,11,9,12,16,14,10,12,8,14,8,5,3,3,175,ESCH-ALZETTE,N4,Lallange <-> Esch-Alzette deux sens ,Lallange,Esch-Alzette,66856.17,62993.71
927,2018-02-04,3,C,0,0,1,0,1,4,0,1,0,1,1,0,0,2,0,0,0,1,2,1,4,0,0,0,19,WICKRANGE,N13,Wickrange <-> Pontpierre deux sens ,Wickrange,Pontpierre,69445.73,67176.516
928,2018-02-04,3,C,2,2,1,1,1,3,4,1,2,5,3,3,4,2,5,1,2,4,3,4,2,4,1,2,62,BELVAUX,N31,Belvaux <-> Differdange deux sens ,Belvaux,Differdange,62411.56,64443.49
939,2018-02-04,3,C,1,2,0,2,3,1,3,5,10,4,7,9,8,6,7,6,12,6,8,5,7,4,5,1,122,HOSINGEN,N7,Dorscheid <-> Hosingen deux sens ,Dorscheid,Hosingen,74532.484,120637.63
941,2018-02-04,3,C,0,0,0,0,0,2,0,4,0,1,0,1,0,0,1,1,0,1,0,2,1,1,0,2,17,ALLERBORN,N20,Féitsch <-> Allerborn deux sens ,Féitsch,Allerborn,59769.207,122546.0
942,2018-02-04,3,C,1,0,0,0,0,1,0,1,0,0,1,1,3,3,4,3,2,2,1,3,3,1,0,2,32,HAMIVILLE,N12,Hamiville <-> Féitsch deux sens ,Hamiville,Féitsch,60364.152,123320.05
943,2018-02-04,3,C,3,0,1,0,0,1,1,3,1,5,3,0,3,1,0,2,1,1,3,3,1,0,3,2,38,MAISON SCHUMAN,N26,Wiltz <-> Maison Schuman deux sens ,Wiltz,Maison Schuman,59479.574,112602.12
944,2018-02-04,3,C,0,0,0,0,0,0,0,3,0,0,0,2,1,1,1,3,0,0,0,2,2,1,0,0,16,EMESCHBAACH,N12,Asselborn <-> Antoniushaff deux sens ,Asselborn,Antoniushaff,64769.258,128659.93
946,2018-02-04,3,C,1,2,0,1,4,4,4,4,10,1,4,6,5,7,6,4,7,4,5,3,6,5,2,3,98,FISCHBACH,N7,Heinerscheid <-> Marbourg deux sens ,Heinerscheid,Marbourg,72984.695,126355.57
